Age,Screen_Time,Phone_Unlocks,Social_Media_Usage,Gaming_Hours,Streaming_Hours,Messaging_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Anxiety_Score,Stress_Level,Age_First_Phone,Notifications_Per_Day
49,8.29,31,2.51,3.03,1.57,1.19,6.83,1.32,86.48,0.91,5.38,14,121
62,8.24,108,-0.28,0.54,2.14,0.64,6.13,0.31,75.36,38.59,98.88,20,89
20,5.43,112,2.58,0.63,2.61,1.43,6.17,0.09,32.93,10.92,68.02,17,83
48,5.66,31,2.01,3.26,1.45,2.35,5.57,0.48,16.69,67.03,71.54,8,113
65,4.7,52,0.19,1.67,1.21,1.95,7.21,0.67,92.6,15.59,79.05,14,96
42,3.97,77,1.4,2.5,2.76,1.12,5.92,1.08,91.59,40.4,12.78,18,141
47,4.95,135,3.05,0.52,3.27,1.79,4.06,-0.35,5.58,34.72,67.74,14,69
53,5.62,102,3.25,0.94,1.93,1.95,6.57,1.11,91.95,11,47.21,12,128
40,8.73,148,0.68,1.94,1.69,1.02,6.89,0.71,39.16,52.61,98.93,20,104
47,5.24,117,2.13,0.87,1.88,1.6,5.96,0.73,63.97,86.21,13.5,15,113
47,3.34,79,2.79,2.04,1.14,2.46,5.42,1.01,44.28,17.76,22.6,12,104
13,7.66,117,2.27,1.25,1.58,0.73,7.85,0.92,58.7,36.97,17.63,18,121
28,8.55,72,3.67,1.99,1.33,1.68,5.14,0.75,85.76,19.46,61.16,20,70
56,6.07,102,0.8,2.63,0.23,1.28,7.37,1.04,17.9,43.98,23.81,18,136
15,4.09,82,1.7,1.84,1.18,1.91,6.22,0.46,7.91,39.83,73.55,9,95
30,5.79,85,2.3,1.84,2.58,2.24,6.17,1.1,85.88,67.47,79.13,13,95
33,7.33,81,2.1,2.79,1.35,2.45,4.95,0.33,66.56,89.11,55.7,14,138
36,10.38,96,4.23,-0.75,1.61,1.91,6.86,0.9,68.54,72.9,51.59,15,120
14,4.21,98,1.01,2.05,2.09,1.45,7.75,0.99,70.22,2.87,53.77,18,63
44,5.28,83,1.58,1.45,1.59,1.33,5.38,1.23,26.4,27.76,67.46,9,45
25,4.6,103,1.99,1.9,2.2,1.31,7.72,1.38,54.84,8.14,44.92,12,87
65,5.04,86,1.91,3.08,0.48,0.32,6.38,0.82,36.8,70.58,75.34,14,137
65,4.7,107,2.04,1.07,1.36,1.86,6.89,1.3,47.93,36.61,15.74,19,139
37,8.95,94,1.15,0.41,1.13,1.66,6.38,1.34,99.97,9.53,88.07,9,124
57,4.29,104,3.65,3.6,0.93,1,6.32,0.8,12.8,38.3,63.94,8,123
40,5.82,64,-0.02,2.57,2.16,1.53,5.74,0.47,62.03,11.07,33.73,20,97
53,3.13,94,0.86,2.44,2.44,0.71,4.05,0.49,11.24,9.76,38.63,15,126
58,5.06,102,1.8,3.72,2.3,1.6,8.23,1.1,52.42,11.66,54.19,13,120
14,4.68,92,2.53,1.25,0.66,1.42,6.79,0.42,36.11,81.04,23.21,15,108
53,5.79,110,2.68,0.06,2.81,1.02,7.48,0.88,66.26,45.72,38.33,9,90
62,4.71,17,1.35,1,3.12,1.34,6.2,0.46,71.91,26.14,13.44,8,58
14,5.08,88,3.14,1.97,1.71,1.55,5.93,0.88,88.71,15.23,89.13,11,145
21,3.49,98,1.57,0.07,2.98,0.95,6.11,0.54,85.19,46.41,64.74,11,151
32,6.46,91,0.82,1.67,1.69,1.73,6.85,0.7,99.63,75.62,49.65,9,113
47,6.15,66,1.14,1.29,2.44,1.13,6.4,1.21,12.41,53.55,22,10,115
63,9.58,58,0.47,2.45,1.58,1.68,6.69,0.79,18.17,75.15,21.96,17,74
48,9.48,64,1.66,2.34,2.31,2.13,7.58,0.69,83.75,68.91,78.28,19,93
22,7.11,32,1.19,0.27,2.53,1.01,5.72,1.1,44.69,45.56,92.88,14,112
59,7.68,93,2.73,-0.1,2.52,1.09,6.83,1.25,11.16,12.85,15.76,14,35
35,6.61,94,2.1,-0.65,0.32,1.99,5.56,0.57,55.62,82.98,12.01,14,128
64,5.79,75,4.24,1.36,1.48,1.86,6.1,1.46,9.56,19.95,21.63,10,184
68,-0.47,119,2.59,1.54,2.93,1.73,6.35,0.93,29.6,39.75,81.63,16,80
25,9.98,63,1.23,0.99,2.38,1.99,6.77,1.43,25.66,92.03,80.98,11,93
67,4.57,60,1.32,2.25,1.47,2.02,4.73,1.47,99.68,30.31,58.36,9,109
18,7.01,78,1.44,2.51,1.34,1.75,6.63,1.54,94.81,19.11,34.04,19,111
55,6.19,90,0.8,-0.57,0.39,1.1,7.37,1.3,81.07,97.7,81.78,9,137
47,7.02,76,2.33,2.11,1.04,2.1,6.29,1.2,53.87,38.13,79.53,16,52
28,4.09,63,2.26,2.67,2.75,0.72,5.69,1.09,65.3,28.11,84.49,20,117
12,6.92,92,2.38,1.84,0.77,1.89,7.79,1.41,83.83,51.38,78.3,15,126
37,4.19,78,-0.31,1.22,2.27,1.38,8.77,0.68,22.91,33.14,25.23,18,107
59,6.16,79,3.36,1.65,3.13,1.84,7.04,1.28,85.74,59.38,31.43,16,128
25,7.07,48,4.92,1.54,2.28,1.57,6.43,1.19,47.31,16.69,50.57,8,115
53,3.9,85,4.03,1.95,1.7,2.27,5.94,0.61,83.05,32.6,28.46,15,92
38,4.09,93,0.08,1.9,1.05,1.98,4.51,1.51,20.33,69.1,9.37,12,70
55,4.13,119,2.55,2.14,0.44,1.93,6.47,0.39,23.05,100,41.21,20,91
65,5.75,74,-1.81,2.7,2.69,1.32,8.2,1.33,78.88,65.44,36.63,8,142
29,2.1,87,0.58,2.27,1.82,2.05,5.78,0.87,56.06,27.71,60.78,20,43
38,5.74,68,2.92,1.17,3.32,1.31,7.9,-0.75,31.3,11.47,66.88,13,38
37,2.35,91,3.56,1.62,3.18,1.35,8.49,1.59,64.99,6.08,1.4,10,78
69,6.44,97,3.91,0.57,1.33,1.89,6.9,1.51,68.06,70.01,21.69,20,54
53,7.4,67,2.9,1.63,2.56,2.2,7.34,0.89,95.71,71.02,86.03,12,88
50,4.38,96,1.16,0.82,3.41,2.33,6.14,0.48,85.36,90.62,29.52,9,137
29,5.38,95,1.99,-0.06,4.93,1.19,5.98,0.16,15.23,86.49,94.75,16,82
17,3.53,131,2.61,0.92,1.2,1.16,7.28,1.6,55.63,31.55,49.3,12,108
27,6.54,93,1.35,-0.81,2.43,0.55,8.38,1,18.33,88.73,1.43,13,75
59,7.31,46,1.77,0.14,3.15,1.68,6.38,1.43,66.81,7.38,19.31,8,101
65,2.76,52,1.13,0.86,-0.12,1.36,7.37,0.6,4.13,61.84,24.92,8,108
64,6.26,61,1.92,1.28,1.6,2.09,8.02,0.57,59.02,8.63,49.08,19,130
20,3.1,62,2.09,1.01,1.83,1.32,5.85,0.35,27.76,5.76,52.28,16,100
44,6.37,104,2.07,2.6,0.55,1.01,7.87,0.53,25.48,93.96,71.3,17,89
67,2.8,66,3.01,0.27,1.37,1.86,6.43,1.1,48.8,27.98,86.22,13,137
32,8.28,62,2.8,0.18,3.43,0.57,6.43,0.17,3.23,90.1,96.1,12,54
12,2.64,71,4.43,0.83,1.43,1.55,5.97,0.95,42.82,88.58,18.8,9,130
29,6.43,50,2.56,1.66,1.58,1.14,7.99,0.98,16.41,34.87,30.06,14,91
61,4.76,82,1.29,3.47,1.69,1.92,7.62,1.29,7.36,70.46,92.89,17,134
41,9.05,97,2.49,-0.23,2.93,1.56,5.53,1.28,6.41,79.14,1.2,18,117
34,8.82,64,1.68,3.04,3.87,1.77,6.43,0.98,48.43,87.56,31.95,15,48
62,4.23,63,1.34,1.1,2.14,1.62,6.56,1.1,85.16,51.83,33.85,19,73
26,3.79,83,0.47,0.51,1.36,1.2,5.84,0.7,37.35,46.81,22.74,11,80
17,8.93,70,-0.37,0.33,2.27,1.21,6,1.19,38.72,3.91,79.86,9,25
70,4.27,138,3.92,1.91,1.64,1.26,5.28,1.7,87.62,62.19,98.82,9,117
16,4.54,72,2.27,3,1.78,0.15,6.61,1.7,81.23,55.54,36.45,20,117
15,11.37,88,1.47,0.85,1.94,0.79,6.33,-0.14,82.52,38.34,49.31,16,77
26,3.87,67,3.28,2.14,1.85,1.45,7.32,1.02,44.98,10.75,25.31,18,117
41,6.19,118,2.48,1,1.73,1.29,7,-0.3,58.78,95.73,46.5,8,128
33,5.47,73,2.7,2.79,1.05,1.66,8.2,1.16,48,3.77,23.92,13,83
47,3.74,121,0.57,0.1,3.93,2.22,8.12,1.72,50.92,5.74,18.35,10,190
65,4.46,95,0.98,-0.81,2.2,1.32,6.05,0.98,75.33,88.61,33.55,14,100
14,9.48,76,2.3,2.46,-0.13,1.63,6.18,0.73,10.16,64.35,74.69,8,97
47,4.45,52,1.76,1.97,3.15,0.6,5.25,1.52,19.88,19.24,89.2,18,79
45,2.7,80,2.44,1.88,3.18,0.99,7.5,0.65,36.15,99.04,58.33,18,135
47,8.7,108,0.37,1.06,0.15,1.53,4.87,1.35,6.66,15.74,83.84,10,100
68,8.66,60,3.41,1.68,0.14,1.08,6.68,0.2,45.75,8.45,53.77,15,103
51,8.24,105,0.87,1.62,2.85,0.67,6.46,0.77,25.59,12.39,47.46,13,116
46,4.28,99,0.19,1.23,3.46,1.49,6.17,1.6,88.17,58.36,86.3,20,144
70,4.3,88,1.36,1.9,0.38,1.43,5.56,0.42,51.59,90.6,35.89,20,76
64,6.61,54,2.25,2.21,0.36,1.26,5.82,1.15,23.76,51.09,16.71,18,127
35,6.48,97,2.63,2.1,0.43,0.96,5.63,0.73,61.8,62.32,27.89,16,62
16,3.16,70,2.64,1.8,3.19,2.05,8.29,1.5,55.55,97.31,22.48,10,49
50,4.54,75,1.72,0.56,3.7,2.23,7.17,1.17,63.7,11.17,82.33,19,91
31,5.98,60,0.68,0.1,1.42,0.98,5.46,0.92,80.15,10.02,8.64,10,40
30,4.71,23,2.04,2.7,3.66,1.3,7.24,1.17,39.21,10.91,16.93,17,126
62,3.53,65,1.98,1.88,0.3,1.87,7.54,0.37,14.42,73.51,22.99,9,43
43,9.71,93,2.01,3.17,1.86,1.5,7.94,0.81,47.01,14.65,98.68,13,85
22,5.91,79,2.94,1.95,2.79,2,4.31,0.66,34.11,47.41,35.33,16,83
48,8.65,77,2.37,1.38,0.97,1.43,7.17,0.79,11.27,46.52,2.91,8,78
41,6.52,97,1.29,1.27,2.18,0.73,6.44,1.07,98.36,24.03,9.91,8,122
15,7.84,44,2.83,1.98,1.83,1.45,5.83,0.5,90.37,83.61,46.33,17,109
47,7.74,92,2.61,0.15,2,2.08,6.38,1.45,24.83,96.68,32.61,8,151
16,1.95,55,1.58,1.27,0.58,0.43,7.78,0.07,78.33,50.12,96.82,11,73
15,5.96,103,3.05,1.67,2.35,1.35,6.21,0.87,65.33,9.98,41.23,19,30
58,8.32,39,1.84,1.12,0.73,1,6.92,1.15,20.08,48.25,60.48,12,109
43,7.85,83,2.75,2.23,2.75,0.31,6.05,1.85,89.69,48.5,66.78,18,77
56,8.16,52,1.01,2.73,0.42,1.58,6.62,1.05,37.55,41.47,49.26,15,84
49,5.92,71,3.11,2.2,2.28,1.44,7.12,1.3,46.92,46.2,67.27,10,142
17,6.31,107,2.83,1.39,-0.85,0.15,5.98,0.94,71.89,64.27,60.92,17,83
55,6.25,61,2.97,2.56,2.4,1.58,5.49,1.61,21.53,95.87,2.44,18,52
60,7.67,92,2.35,2.98,0.6,1.02,3.58,0.96,31.08,99.7,48.61,20,94
13,9.04,55,3.62,0.64,2.77,0.77,6.14,1.18,90.92,28.79,97.96,17,71
59,5.3,40,2.21,2.58,2.5,1.3,8.01,1.76,43.06,53.96,52.48,17,102
20,6.71,92,0.85,1.15,4.4,1.38,5.67,-0.01,0.35,39.41,24.33,12,88
63,5.14,51,1.51,0.38,2.58,1.5,5.19,1.05,51.28,0.67,77.59,18,87
48,9.24,92,3.28,1.95,2.16,0.98,6.38,0.75,2.53,89.83,71.15,9,91
17,3.35,79,2.77,2.12,2.5,1.44,5.31,-0.28,20.08,0.01,92.23,20,135
30,2.91,13,0.95,1.3,2.67,2.12,6.76,1.45,87.54,4.26,81.55,16,71
63,7.84,91,0.76,2.11,0.06,0.95,7.86,0.48,16.24,10.73,57.48,19,83
70,9.97,132,2.85,0.81,2.36,2.39,4.95,0.26,3.69,7.87,94.43,15,37
13,6.04,65,0.85,2.11,2.07,1.7,7.64,1.46,21.67,5.18,92.42,19,81
31,8.07,72,1.84,1.24,2.51,1.63,5.06,1.46,50.41,57.01,35.92,9,54
46,5.56,49,1.36,3.32,2.13,1.44,6.2,0.71,32.84,57.4,44.27,9,92
16,4.45,54,1.6,1.27,2.62,1.07,5.92,0.6,8.16,94.28,4.15,8,132
60,5.89,64,2.25,1.9,2.06,1.55,5.57,1,74.37,44.8,13.88,17,159
69,11.17,100,0.95,0.49,2.36,1,8.22,0.91,77.8,79.14,72.68,20,127
19,5.98,67,1.96,2.14,1.08,1.77,6.84,1.72,50.12,28.81,79.18,16,121
61,7.09,125,2.94,1.3,1.28,1.45,6.45,1.25,74.41,26.32,44.68,9,93
28,4.29,79,2.07,-0.53,2.36,1.35,5.04,1.15,81.57,77.76,18.05,14,102
36,6.88,56,0.61,2.57,2.38,1.35,6.94,2.46,4.05,13.01,51.17,17,76
19,6.43,61,2.18,-1.12,3.39,1.64,5.33,1.25,31.61,16.86,10.45,18,130
60,8.25,124,2.52,2.76,2.24,0.6,6.98,0.38,92.72,96.24,6.9,13,94
30,6.14,115,2.72,2.43,2.02,1.44,7.44,1.7,0.28,2.92,96.65,12,45
36,4.26,71,2.09,2.14,1.54,2.65,5.77,0.63,1.74,83.44,44.33,14,80
67,5.75,67,1.28,2.83,1.72,1.73,7.77,0.52,3.91,52.53,85.02,20,113
47,5.24,55,2.2,-0.73,1.54,1.41,5.21,0.49,53.69,10.01,16.35,12,26
38,5.19,85,1.52,0.18,2.37,1.86,6.12,0.89,5.21,25.15,98.72,8,154
12,6.97,45,1.7,-0.27,3.63,1.98,5.23,0.5,97.14,83.74,24.8,20,139
48,6.34,46,1.42,1.47,2.6,1.28,6.07,1.37,64.8,67.9,6.64,12,116
48,8.59,66,3.07,1.32,2.34,1.93,4.81,0.92,18.41,69.98,62.4,9,62
36,6.84,74,2.92,2.33,3.99,1.55,6.05,0.98,79.12,69.32,87.13,20,107
52,4.69,55,3.25,1.84,2.59,1.67,7.71,0.09,46.29,40.52,22.59,14,111
31,5.83,82,2.58,0.63,1.3,2.5,7.24,1.47,97.93,83.96,49.09,15,79
47,7.2,103,1.33,2.82,2.31,1.7,6.01,0.36,58.36,60.5,81.45,10,159
63,7.18,113,4.02,1.21,-0.48,0.78,8.07,0.64,3.43,56.08,91.35,12,111
70,8.82,63,3.75,1.61,2.35,1.47,6.08,0.28,2.35,21.99,22.99,8,87
15,7.03,40,2.2,-0.42,0.55,1.23,5.21,0.2,39.35,84.36,42.56,15,80
14,7.58,96,1.71,1.41,4.17,1.09,7.41,1.41,42.14,64.82,50.19,17,90
36,4.05,100,1.42,0.72,3.57,1.95,6.49,1.18,16.34,44.51,37.95,13,96
39,3.3,102,3.51,1.96,2.71,1.34,9.11,0.82,57.33,5.79,56.54,19,72
19,5.56,120,1.49,3.04,0.76,1.47,6.33,1.74,17.63,17.72,92.1,18,69
14,9.23,72,0.21,2.33,1.7,1.02,6.68,1.31,47.61,44.53,47.05,16,89
49,6.68,72,2.8,2.9,3.72,0.7,6,1.2,0.36,17.83,54.78,11,123
57,5.96,114,1.03,0.3,3.01,1.73,6.7,1.2,69.87,84.01,38.6,9,101
60,6.42,108,2.99,0.48,2.9,1,6.96,1.95,75.59,97.47,73.11,12,119
63,8.87,58,3.31,2.43,2.63,0.67,7.15,0.99,36.1,37.93,15.51,13,81
28,4.18,67,1.04,2.18,2.06,2.36,7.13,0.98,29.95,76.68,36.61,8,109
22,3.82,62,0.52,1,1.75,1.21,5.48,0.09,3.75,62.31,89.55,10,75
47,4.76,83,0.55,1.04,-0.13,1.65,5.68,1.21,33.16,24.15,71.37,13,112
65,4.78,109,2.18,1.07,1.42,1.19,5.32,1.03,29.03,27.06,20.85,19,109
57,4.68,111,1.21,3.16,2.88,1.4,6.18,0.98,60.16,58.73,27.29,10,80
26,7.54,104,1.72,2.63,3.17,1.84,7.17,0.54,3.62,96.48,81.93,11,106
37,9.35,82,1.31,0.52,2.78,1.73,5.98,1.99,27.88,4.99,67.31,8,101
12,5.92,129,1.95,2.93,2.58,2.54,6.22,1.44,68.27,22.46,48,14,84
40,5.64,106,0.7,0.95,2.77,1.17,6.42,1.29,38.31,62,46.96,8,78
50,7.59,43,2.16,0.81,2.2,1.26,6.16,1.06,27.87,56.01,1.08,16,100
14,4.99,135,3.34,1.19,1.84,1.06,6.96,0.8,74.75,31.22,56.71,18,99
26,9.16,87,0.84,1.55,2.73,1.91,6.52,1.23,48.77,98.34,63.33,8,118
21,6.26,87,2.06,1.38,2.04,1.01,5.32,1.28,23.89,29.19,77.24,11,108
39,3.45,91,2.49,1.91,1.98,1.77,7.14,1.07,3.39,24.08,43.72,17,119
67,3.54,74,0.8,3.26,3.43,1.18,7.89,0.62,33.82,3.41,79.4,8,93
34,6.06,88,1.03,1.84,1.2,2.29,4.9,1.32,81.46,94.18,81,11,98
56,7.54,87,2.6,0.16,1.67,1.16,6.58,1.53,22.13,85.21,78.13,9,82
18,10.13,81,3.12,1.03,1.12,2.2,7.04,1.27,79.72,95.65,5.52,11,125
31,10.85,97,1.18,1.73,2.44,1.54,5.16,-0.14,0.61,94.48,3.51,16,125
67,4.83,47,1.2,2.17,2.32,2.32,7.51,1,42.84,21.23,21.63,12,90
41,6.81,130,2.08,1,2.55,1.19,6.26,1.05,82.62,53.13,10.69,14,108
33,4.87,11,3.25,2.69,0.77,0.61,7.71,-0.12,26.74,98.33,0.05,9,47
63,4.24,89,1.72,3.51,1.22,1.39,6.04,1.17,96.23,75.33,18.7,13,86
45,6,106,2.28,2.34,1.54,1.86,6.91,1.59,5.36,4.45,50.78,17,95
12,7.53,83,2.32,1.9,1.66,1.56,7.54,0.81,39.52,6.2,31.39,8,86
44,8.7,78,2.7,2.23,0.55,1.34,8.06,1.07,35.53,27.21,3.35,14,65
56,3.34,53,0.88,1.73,2.64,1.56,6.5,1.18,42.34,50.66,47.46,16,90
61,1.95,140,1.87,1.62,1.97,0.59,5.37,1.25,46.51,22.41,58.12,16,74
24,6.86,52,2.58,1.36,-0.42,0.67,6.84,0.85,90.57,1.29,99.69,15,111
28,6.43,43,1.27,2.26,2.57,1.11,7.96,0.82,96.21,56,19.02,8,99
16,5.28,81,2.23,1.37,2.25,1.33,4.82,1.39,39.67,43.14,98.89,9,101
31,4.99,88,2.26,-0.18,1.74,1.72,7.4,1.36,73.14,79.93,92.75,14,133
60,4.57,64,1.87,2.51,0.99,1.93,8.41,2.25,52.59,86.34,79.14,9,80
14,5.74,90,2.65,1.51,0.81,1.24,6.09,1.81,4.85,11.42,53.47,14,103
68,4.34,39,2.44,2.18,0.88,1.02,6,1.04,99.61,97.29,89.4,12,104
32,9.37,94,3.91,0.52,1.72,2.63,7.52,1.39,48.08,5.39,74.06,12,142
70,4.48,64,3.5,1.85,1.77,0.35,5.83,1.07,98.61,98.17,32.14,10,71
45,4.22,76,2.04,2.29,2.77,0.88,7.37,0.74,11.09,70.22,54.21,8,98
48,7.88,102,1.95,0.29,3.29,1.05,7.16,0.65,25.66,59.62,40,13,114
67,7.2,132,2.32,2.5,1.42,1.07,5.78,1.48,9.83,88.66,52.85,14,109
44,3.41,117,2.47,2.07,2.44,1.01,6.74,0.42,48.6,36.23,36.98,18,105
67,7.41,99,4.05,1.93,0.44,1.31,6.9,1.11,50.83,27.37,76.94,15,82
44,2.38,119,2.46,2.09,0.93,1.84,6.34,1.47,38.22,94.6,84.55,12,114
22,8.44,104,2.02,1.76,0.12,1.89,6.1,1.32,49.18,9.41,48.89,12,70
32,6.74,52,1.99,3.25,1.68,1.32,6.27,0.7,86.71,27.68,45.1,10,102
60,3.98,68,2.1,2.05,1.55,1.36,7.62,0.21,96.33,99.27,14.77,16,56
38,3.01,73,2.27,1.74,2.46,1.08,6.6,0.34,92.27,96.49,27.4,17,82
64,7.12,86,-0.1,2.26,2.19,0.82,4.43,1.54,15.7,32.84,47.5,10,149
25,4.29,84,2.25,0.54,0.36,0.99,7.35,1.19,46.55,97.09,57.08,13,65
49,5.21,85,1.86,0.69,-0.58,1.79,6.8,1.19,56.58,57.19,40.91,8,86
66,7.44,99,3.35,1.61,2.32,0.95,4.13,0.16,1.76,6.56,25.19,8,128
37,8.24,89,2.52,1.64,1.81,1.75,6.6,1.32,82.38,50.54,91.99,9,84
53,6.57,72,-0.2,3.35,0.94,1.57,6.61,0.91,83.85,0.12,50.37,11,103
69,8.79,104,2.47,2,2.69,1.09,6.44,1.28,45.37,7.36,56.98,14,128
38,6.74,100,3.62,0.44,3.05,1.48,5.64,0.7,78.04,91.34,79.01,9,81
25,4.32,119,2.36,-0.54,2.95,1.38,5.97,0.43,18.1,10.97,72.65,20,115
55,5.17,106,2.22,2.16,1.06,1.6,5.64,0.38,97.98,10.15,53.88,15,130
23,10.86,83,1.63,1.41,3.03,1.54,6.22,0.99,39.89,25.98,17.11,17,68
46,7.44,73,1.71,0.35,1.48,0.91,6.94,0.44,12.85,14.8,89.04,9,94
60,4.07,83,-0.53,0.41,1.17,2.09,4.31,2.06,89.81,91.2,32.84,15,146
34,5.81,65,0.41,1.29,1.19,1.53,5.73,1.22,63.36,73.4,9.63,12,101
67,8.55,88,2.77,2.76,3.09,1.38,6.23,0.15,85.58,42.11,19.93,13,121
60,5.56,116,2.32,2.03,1.28,1.8,6.05,1.12,58.27,86.67,31.55,15,147
52,4.99,80,2.42,1.45,3.03,1.6,6.26,1.17,91.14,36.49,22.77,11,61
68,4.41,111,2.83,2.19,2.07,2.08,7.08,2.03,23.15,3.37,11.29,8,124
62,5.72,97,1.79,1.09,1.09,1.12,4.94,1.55,72.84,59.75,51.46,11,94
64,6.99,46,1.9,1.39,2.54,2,7.54,1.29,68.08,88.04,95.12,19,141
49,6.99,63,1.55,1.41,2.4,1.56,4.68,0.13,57.65,67.1,54.23,14,71
33,6.6,85,1.49,0.14,2.9,0.84,6.79,2.08,74.25,4.24,88.92,17,103
32,4.49,20,1.77,0.82,1.35,1.09,7.85,0.85,4.84,0.31,52.86,15,107
31,6.68,87,4.09,0.96,0.93,1.81,7.8,1.48,61.87,17.8,6.95,15,110
46,8.36,29,2.63,0,1.32,1.31,5.44,1.47,84.56,59.2,50.98,16,83
33,8.09,110,1.7,0.7,-0.04,1.19,8.17,0.48,39.79,90.76,35.87,8,146
15,6.01,106,1.26,0.96,2.11,1.12,7.7,1.57,57.11,68.82,57.76,13,83
51,6.07,105,2.8,2.74,1.89,0.92,7.34,0.72,82.88,46.15,44.01,16,89
65,7.34,61,2.88,2.45,2.94,1.82,7.64,0.61,32.86,11.35,49.88,15,77
22,7.34,32,2.67,1.37,3.59,0.72,5.93,1.12,0.37,40.4,15.64,15,112
40,3.15,94,2.17,2.29,0.84,0.84,6.29,0.53,27.89,28.6,21.45,18,50
24,8.71,92,1.3,-0.63,0.86,1.45,7.48,0.93,83.99,81.74,87.45,16,117
58,5.54,57,2.51,2.27,2.65,1.37,5.42,1.2,48.07,28.97,92.66,8,120
65,9.87,71,3.52,0.88,3.04,1.77,8.37,0.6,37.46,65.24,94.76,12,98
39,6.29,112,1.71,1.54,2.77,1.57,6.46,0.87,24.97,10.93,41.75,15,68
55,1.31,53,1.31,1.94,3.98,1.78,6.07,0.58,2.32,69.31,75.18,9,75
33,2.19,34,3.12,0.17,1.14,1.81,6.72,0.46,63.28,61.01,0.24,12,96
43,8.68,105,2.21,2.28,1.27,1.75,6.95,0.77,27.14,15.19,82.71,10,69
60,3.47,108,3.63,0.71,3.9,1.24,8.4,-0.07,87.45,53.04,76.82,18,110
28,8.64,33,3.53,-0.41,2.77,1.66,9.84,0.93,33.3,50.18,11.53,14,145
43,6.19,100,1.44,3.4,0.14,2.33,6.43,0.89,63.19,86.49,23.45,8,75
23,6.06,104,0.91,-0.04,2.15,1.63,6.35,1.15,60.77,80.46,47.41,15,111
13,8.68,98,2.95,1.32,2.15,1.86,7.86,0.6,30.1,80.36,58.8,20,113
25,6.75,90,2.1,1.56,2.4,1.27,8.02,1.24,32.19,83.67,9.9,14,162
36,4.01,90,3.32,1.33,3.24,1.93,5.71,0.39,30.84,42.79,6.42,17,121
23,7.4,61,1.12,1.82,3.17,1.17,5.95,0.53,51.83,58.42,43.12,11,54
32,6.99,85,2.59,1.04,0.14,1.46,6.72,1.14,56.83,31.98,80.82,16,122
48,4.86,69,1.62,0.7,2.7,2.07,7.21,1.44,85.29,69.65,18.91,16,139
47,7.79,83,2.81,1.62,1.59,1.81,6.62,0.21,30.83,6.82,46.25,19,64
53,6.87,69,2.56,0.27,1.41,1.84,8.21,1.15,27.44,71.56,49.05,15,60
28,6.06,137,2.03,2.87,3.32,1.36,5.78,0.68,44.29,88.42,57.66,17,112
29,5.12,58,-0.01,-0.25,2.81,1.46,6.31,1.75,57.54,12.79,66.42,8,165
47,2.96,28,2.08,0.1,1.25,1.59,7.63,0.69,22.6,34.09,95.94,8,90
17,2.13,52,3.85,1.33,3.59,1.49,6.15,0.14,23.81,92.22,18.47,15,77
43,6.29,96,1.36,2.7,1.11,1.47,6.47,0.42,33.73,37.46,97.25,12,110
42,3.79,74,3.29,0.13,1.49,1.67,6.7,0.05,92.54,87.53,9.85,13,140
17,6.84,114,1.86,0.8,3.11,2.05,6.83,0.96,89.34,56.39,45.38,12,30
22,6.48,104,2.98,2.36,2.13,1.76,6.45,1.04,20.46,52.84,44.51,16,105
45,5.51,89,1.53,2.4,2.12,1.79,7.42,1.81,91.96,82.5,83.8,14,88
32,10.41,57,1.16,2.22,2.39,1.78,7.04,1.06,4.45,2.4,16.23,11,95
62,5.85,69,-0.74,1.53,2.11,0.83,8.14,0.65,83.59,56.3,75.95,9,88
34,8.82,95,0.55,0.44,2.17,2.35,5.98,0.42,77.63,99.72,39.91,14,37
20,7.69,69,3.37,0.44,3.2,1.72,6.38,0.63,71.92,25.1,38,11,164
50,6.46,104,3.79,-0.23,2.48,1.34,7.03,1.6,67.65,60.25,93.58,13,126
62,3.02,58,1.89,1.51,2.31,1.56,7.89,1.26,67.94,89.75,94.27,18,78
24,4.05,106,2.73,0.51,1.54,1.42,5.75,0.42,96.27,96.59,72.41,12,57
66,3.95,46,2.83,0.21,2.61,0.66,8.69,1.1,74.95,12.88,15.44,13,66
60,4.79,67,2.09,0.7,2.15,1.16,6.66,0.47,46.24,6.94,5.75,8,64
52,7.76,72,0.87,0.97,2.47,1,5.68,0.63,86.35,28.26,69.55,19,94
14,3.34,112,2.41,-0.01,3.2,1.92,7.55,0.24,23.35,22.43,7.24,13,118
42,6.51,58,1.95,1.4,3.33,1.47,6.85,0.79,83.42,12.64,4.86,15,117
56,6.21,77,1.73,0.81,0.87,1.57,6.49,1.02,58.68,18.89,90.76,8,75
48,7.28,94,2.81,2.07,1.82,1.33,6.12,0.48,7.73,35.92,54.16,12,116
53,6.56,43,2.43,0.61,2.9,1.62,5.19,0.24,31.58,6.15,54.47,8,52
26,7.81,111,2.42,1.53,0.42,1.35,6.21,1.13,84.73,97.54,41.61,20,174
22,4.94,102,2.97,1.87,2.41,0.8,7.06,1.39,37.77,93.52,15.88,15,72
44,6.47,93,1.26,3.43,2.42,0.82,5.85,1.25,1.01,26.82,68.14,16,128
30,7,93,2.64,3.85,2.3,1.35,7.44,0.83,80.97,26.76,93.02,19,132
64,6.1,81,2.09,-0.12,2.49,2.09,6.69,1.47,44.03,53.46,92.97,12,120
